DISTRICT,Year,Murder,Dacoity
MAMIT,2003,0,0
SAIHA,2003,0,0
SERCHHIP,2003,0,0
TOTAL,2003,0,0
DIMAPUR,2003,0,0
KIPHIRE,2003,0,0
KOHIMA,2003,23,4
MOKOKCHUNG,2003,0,0
MON,2003,4,4
PEREN,2003,0,0
PHEK,2003,4,5
TUENSANG,2003,9,0
WOKHA,2003,0,0
ZUNHEBOTO,2003,6,0
TOTAL,2003,46,13
ANGUL,2003,0,0
BALASORE,2003,0,0
BARAGARH,2003,0,0
BERHAMPUR,2003,0,0
BHADRAK,2003,0,0
BOLANGIR,2003,5,0
BOUDH,2003,0,0
CUTTACK,2003,0,0
DEOGARH,2003,0,0
DHENKANAL,2003,0,0
GAJAPATI,2003,0,0
GANJAM,2003,1,0
JAGATSINGHPUR,2003,0,0
JAJPUR,2003,0,0
JHARSUGUDA,2003,0,0
KALAHANDI,2003,0,0
KANDHAMAL,2003,1,0
KENDRAPARA,2003,0,0
KEONJHAR,2003,1,0
KHURDA,2003,0,0
KORAPUT,2003,0,0
MALKANGIR,2003,0,0
MAYURBHANJ,2003,1,0
NAYAGARH,2003,0,0
NOWRANGPUR,2003,0,0
NUAPADA,2003,0,0
PURI,2003,0,0
RAYAGADA,2003,0,0
ROURKELA,2003,0,0
SAMBALPUR,2003,0,0
SONEPUR,2003,0,0
SRP(CUTTACK),2003,0,0
SRP(ROURKELA),2003,0,0
SUNDARGARH,2003,1,0
TOTAL,2003,10,0
AMRITSAR,2003,0,0
BARNALA,2003,0,0
BATALA,2003,0,0
BHATINDA,2003,0,0
FARIDKOT,2003,0,0
FATEHGARH SAHIB,2003,0,0
FEROZEPUR,2003,0,0
G.R.P,2003,0,0
GURDASPUR,2003,0,0
HOSHIARPUR,2003,0,0
JAGRAON,2003,0,0
JALANDHAR,2003,0,0
KAPURTHALA,2003,0,0
KHANNA,2003,0,0
LUDHIANA,2003,0,0
MAJITHA,2003,0,0
MANSA,2003,0,0
MOGA,2003,0,0
MUKTSAR,2003,0,0
NAWAN SHAHR,2003,0,0
PATIALA,2003,0,0
ROPAR,2003,0,0
SANGRUR,2003,0,0
TARN TARAN,2003,0,0
TOTAL,2003,0,0
AJMER,2003,0,0
ALWAR,2003,0,0
BANSWARA,2003,2,0
BARAN,2003,1,0
BARMER,2003,0,0
BHARATPUR,2003,1,0
BHILWARA,2003,0,0
BIKANER,2003,0,0
BUNDI,2003,0,0
CHITTORGARH,2003,0,0
CHURU,2003,0,0
DAUSA,2003,1,0
DHOLPUR,2003,0,0
DUNGARPUR,2003,0,0
G.R.P.,2003,0,0
GANGANAGAR,2003,0,0
HANUMANGARH,2003,0,0
JAIPUR,2003,0,0
JAISALMER,2003,0,0
JALORE,2003,0,0
JHALAWAR,2003,1,0
JHUNJHUNU,2003,2,0
JODHPUR,2003,0,0
KARAULI,2003,0,0
KOTA,2003,1,0
NAGAUR,2003,0,0
PALI,2003,1,0
RAJSAMAND,2003,0,0
SAWAI MADHOPUR,2003,1,0
SIKAR,2003,0,0
SIROHI,2003,0,0
TONK,2003,0,0
UDAIPUR,2003,0,0
TOTAL,2003,11,0
EAST,2003,1,0
NORTH,2003,0,0
SOUTH,2003,0,0
WEST,2003,0,0
TOTAL,2003,1,0
CHENGAI,2003,0,0
CHENNAI,2003,0,0
CHENNAI RLY.,2003,0,0
COIMBATORE RURAL,2003,0,0
COIMBATORE URBAN,2003,0,0
CUDDALORE,2003,0,0
DHARMAPURI,2003,0,0
DINDIGUL,2003,0,0
ERODE,2003,0,0
KANCHIPURAM,2003,0,0
KANYAKUMARI,2003,0,0
KARUR,2003,0,0
MADURAI RURAL,2003,0,0
MADURAI URBAN,2003,0,0
NAGAPATTINAM,2003,0,0
NAMAKKAL,2003,0,0
NILGIRIS,2003,0,0
PERAMBALUR,2003,0,0
PUDUKOTTAI,2003,0,0
RAMNATHAPURAM,2003,0,0
SALEM RURAL,2003,0,0
SALEM URBAN,2003,0,0
SIVAGANGAI,2003,0,0
THANJAVUR,2003,0,0
THENI,2003,0,0
THIRUNELVELI RURAL,2003,0,0
THIRUNELVELI URBAN,2003,0,0
THIRUVALLUR,2003,0,0
THIRUVANNAMALAI,2003,0,0
THIRUVARUR,2003,0,0
THOOTHUGUDI,2003,0,0
TRICHY RLY.,2003,0,0
TRICHY RURAL,2003,0,0
TRICHY URBAN,2003,0,0
VELLORE,2003,0,0
VILLUPURAM,2003,0,0
VIRUDHUNAGAR,2003,0,0
TOTAL,2003,0,0
DHALAI,2003,0,0
NORTH,2003,0,0
SOUTH,2003,0,0
WEST,2003,0,0
TOTAL,2003,0,0
AGRA,2003,0,0
ALIGARH,2003,0,0
ALLAHABAD,2003,0,0
AMBEDKAR NAGAR,2003,0,0
AURAIYA,2003,0,0
AZAMGARH,2003,0,0
BADAUN,2003,0,0
BAGHPAT,2003,0,0
BAHRAICH,2003,0,0
BALLIA,2003,0,0
BALRAMPUR,2003,0,0
BANDA,2003,0,0
BARABANKI,2003,0,0
BAREILLY,2003,0,0
BASTI,2003,0,0
BIJNOR,2003,0,0
BULANDSHAHAR,2003,0,0
CHANDOLI,2003,0,0
CHITRAKOOT DHAM,2003,0,0
DEORIA,2003,0,0
ETAH,2003,0,0
ETAWAH,2003,0,0
FAIZABAD,2003,0,0
FATEHGARH,2003,0,0
FATEHPUR,2003,0,0
FIROZABAD,2003,0,0
G.R.P.,2003,0,0
GAUTAMBUDH NAGAR,2003,0,0
GHAZIABAD,2003,0,0
GHAZIPUR,2003,0,0
GONDA,2003,0,0
GORAKHPUR,2003,0,0
HAMIRPUR,2003,0,0
HARDOI,2003,0,0
HATHRAS,2003,0,0
J.P.NAGAR,2003,0,0
JALAUN,2003,0,0
JAUNPUR,2003,0,0
JHANSI,2003,0,0
KANNAUJ,2003,0,0
KANPUR DEHAT,2003,0,0
KANPUR NAGAR,2003,0,0
KAUSHAMBI,2003,0,0
KHIRI,2003,0,0
KUSHI NAGAR,2003,0,0
LALITPUR,2003,0,0
LUCKNOW,2003,0,0
MAHARAJGANJ,2003,0,0
MAHOBA,2003,0,0
MAINPURI,2003,0,0
MATHURA,2003,0,0
MAU,2003,0,0
MEERUT,2003,0,0
MIRZAPUR,2003,0,0
MORADABAD,2003,0,0
MUZAFFARNAGAR,2003,0,0
PILIBHIT,2003,0,0
PRATAPGARH,2003,0,0
RAIBAREILLY,2003,0,0
RAMPUR,2003,0,0
SAHARANPUR,2003,0,0
SANT KABIRNAGAR,2003,0,0
SHAHJAHANPUR,2003,0,0
SHRAWASTI,2003,0,0
SIDHARTHNAGAR,2003,0,0
SITAPUR,2003,0,0
SONBHADRA,2003,0,0
ST.RAVIDASNAGAR,2003,0,0
SULTANPUR,2003,0,0
UNNAO,2003,0,0
VARANASI,2003,0,0
TOTAL,2003,0,0
ALMORA,2003,0,0
BAGESHWAR,2003,0,0
CHAMOLI,2003,0,0
CHAMPAWAT,2003,0,0
DEHRADUN,2003,0,0
HARIDWAR,2003,0,0
NAINITAL,2003,0,0
PAURI GARHWAL,2003,0,0
PITHORAGARH,2003,0,0
RUDRA PRAYAG,2003,0,0
TEHRI GARHWAL,2003,0,0
UDHAMSINGH NAGAR,2003,1,0
UTTARKASHI,2003,0,0
TOTAL,2003,1,0
24 PARGANAS NORTH,2003,0,0
24 PARGANAS SOUTH,2003,0,0
ASANSOL,2003,0,0
BANKURA,2003,0,0
BIRBHUM,2003,0,0
BURDWAN,2003,0,0
COOCHBEHAR,2003,0,0
DAKSHIN DINAJPUR,2003,0,0
DARJEELING,2003,0,0
HOOGHLY,2003,0,0
HOWRAH,2003,0,0
HOWRAH CITY,2003,0,0
HOWRAH G.R.P.,2003,0,0
JALPAIGURI,2003,0,0
KHARAGPUR G.R.P.,2003,0,0
KOLKATA,2003,0,0
MALDA,2003,0,0
MURSHIDABAD,2003,0,0
NADIA,2003,0,0
PASCHIM MIDNAPUR,2003,0,0
PURAB MIDNAPUR,2003,0,0
PURULIA,2003,0,0
SEALDAH G.R.P.,2003,0,0
SILIGURI G.R.P.,2003,0,0
UTTAR DINAJPUR,2003,0,0
TOTAL,2003,0,0
ANDAMAN,2003,0,0
NICOBAR,2003,0,0
TOTAL,2003,0,0
CHANDIGARH,2003,0,0
TOTAL,2003,0,0
D and N HAVELI,2003,2,0
TOTAL,2003,2,0
DAMAN,2003,0,0
DIU,2003,0,0
TOTAL,2003,0,0
CENTRAL,2003,0,0
EAST,2003,0,0
GRP(RLY),2003,0,0
IGI AIRPORT,2003,0,0
NEW DELHI,2003,0,0
NORTH,2003,0,0
NORTH-EAST,2003,0,0
NORTH-WEST,2003,0,0
SOUTH,2003,0,0
SOUTH-WEST,2003,0,0
STF,2003,0,0
WEST,2003,0,0
TOTAL,2003,0,0
LAKSHADWEEP,2003,0,0
TOTAL,2003,0,0
PONDICHERRY,2003,0,0
TOTAL,2003,0,0
ADILABAD,2004,0,0
ANANTAPUR,2004,0,0
CHITTOOR,2004,0,0
CUDDAPAH,2004,0,0
CYBERABAD,2004,0,0
EAST GODAVARI,2004,0,0
GUNTAKAL RLY.,2004,0,0
GUNTUR,2004,1,0
HYDERABAD CITY,2004,0,0
KARIMNAGAR,2004,0,0
KHAMMAM,2004,3,0
KRISHNA,2004,0,0
KURNOOL,2004,0,0
MAHABOOBNAGAR,2004,3,0
MEDAK,2004,0,0
NALGONDA,2004,1,0
NELLORE,2004,2,0
NIZAMABAD,2004,0,0
PRAKASHAM,2004,0,0
RANGA REDDY,2004,0,0
SECUNDERABAD RLY.,2004,0,0
SRIKAKULAM,2004,0,0
VIJAYAWADA,2004,0,0
VIJAYAWADA RLY.,2004,0,0
VISAKHA RURAL,2004,0,0
VISAKHAPATNAM,2004,0,0
VIZIANAGARAM,2004,0,0
WARANGAL,2004,0,0
WEST GODAVARI,2004,0,0
TOTAL,2004,10,0
CHANGLANG,2004,1,0
DIBANG VALLEY,2004,0,0
K/KUMEY,2004,0,0
KAMENG EAST,2004,0,0
KAMENG WEST,2004,0,0
LOHIT,2004,0,0
PAPUM PARE,2004,0,0
SIANG EAST,2004,0,0
SIANG UPPER,2004,0,0
SIANG WEST,2004,0,0
SUBANSIRI LOWER,2004,0,0
SUBANSIRI UPPER,2004,0,0
TAWANG,2004,0,0
TIRAP,2004,0,0
UPPER DIBANG VALLEY,2004,1,0
TOTAL,2004,2,0
BARPETA,2004,0,0
BONGAIGAON,2004,0,0
C.I.D.,2004,0,0
CACHAR,2004,0,0
DARRANG,2004,0,0
DHEMAJI,2004,0,0
DHUBRI,2004,0,0
DIBRUGARH,2004,0,0
G.R.P.,2004,0,0
GOALPARA,2004,0,0
GOLAGHAT,2004,1,0
GUWAHATI CITY,2004,0,0
HAILAKANDI,2004,0,0
JORHAT,2004,0,0
KAMRUP,2004,0,0
KARBI ANGLONG,2004,0,0
KARIMGANJ,2004,0,0
KOKRAJHAR,2004,0,0
LAKHIMPUR,2004,0,0
MORIGAON,2004,0,0
N.C.HILLS,2004,0,0
NAGAON,2004,0,0
NALBARI,2004,0,0
R.P.O.,2004,0,0
SIBSAGAR,2004,0,0
SONITPUR,2004,0,0
TINSUKIA,2004,0,0
TOTAL,2004,1,0
ARARIA,2004,0,0
ARWAL,2004,0,0
AURANGABAD,2004,0,0
BAGAHA,2004,0,0
BANKA,2004,0,0
BEGUSARAI,2004,0,0
BETTIAH,2004,0,0
BHABHUA,2004,0,0
BHAGALPUR,2004,0,0
BHOJPUR,2004,0,0
BUXAR,2004,0,0
DARBHANGA,2004,0,0
GAYA,2004,0,0
GOPALGANJ,2004,0,0
JAMALPUR RLY.,2004,0,0
JAMUI,2004,0,0
JEHANABAD,2004,0,0
KATIHAR,2004,0,0
KATIHAR RLY.,2004,0,0
KHAGARIA,2004,0,0
KISHANGANJ,2004,0,0
LAKHISARAI,2004,0,0
MADHEPURA,2004,0,0
MADHUBANI,2004,0,0
MOTIHARI,2004,0,0
MUNGER,2004,0,0
MUZAFFARPUR,2004,0,0
MUZAFFARPUR RLY.,2004,0,0
NALANDA,2004,0,0
NAUGACHIA,2004,0,0
NAWADAH,2004,0,0
PATNA,2004,0,0
PATNA RLY.,2004,0,0
PURNEA,2004,0,0
ROHTAS,2004,0,0
SAHARSA,2004,0,0
SAMASTIPUR,2004,0,0
SARAN,2004,0,0
SHEIKHPURA,2004,0,0
SHEOHAR,2004,0,0
SITAMARHI,2004,0,0
SIWAN,2004,0,0
SUPAUL,2004,0,0
VAISHALI,2004,0,0
TOTAL,2004,0,0
BALRAMPUR,2004,0,0
BILASPUR,2004,0,0
BIZAPUR,2004,0,0
DANTEWARA,2004,0,0
DHAMTARI,2004,0,0
DURG,2004,1,0
GRP RAIPUR,2004,0,0
JAGDALPUR,2004,17,0
JANJGIR,2004,1,0
JASHPUR,2004,0,0
KABIRDHAM,2004,1,0
KANKER,2004,6,5
KORBA,2004,1,0
KORIYA,2004,1,0
MAHASAMUND,2004,1,0
NARAYANPUR,2004,0,0
RAIGARH,2004,0,0
RAIPUR,2004,2,1
RAJNANDGAON,2004,1,0
SARGUJA,2004,0,0
TOTAL,2004,32,6
NORTH GOA,2004,0,0
SOUTH GOA,2004,0,0
TOTAL,2004,0,0
AHMEDABAD COMMR.,2004,0,0
AHMEDABAD RURAL,2004,0,0
AHWA-DANG,2004,0,0
AMRELI,2004,0,0
ANAND,2004,0,0
BHARUCH,2004,1,0
BHAVNAGAR,2004,0,0
DAHOD,2004,0,29
GANDHINAGAR,2004,0,0
HIMATNAGAR,2004,1,0
JAMNAGAR,2004,0,0
JUNAGADH,2004,1,0
KHEDA NORTH,2004,0,0
KUTCH,2004,0,0
MEHSANA,2004,0,0
NARMADA,2004,0,0
NAVSARI,2004,1,0
PALANPUR,2004,0,0
PANCHMAHAL,2004,0,0
PATAN,2004,0,0
PORBANDAR,2004,0,0
RAJKOT COMMR.,2004,0,0
RAJKOT RURAL,2004,0,0
SURAT COMMR.,2004,0,0
SURAT RURAL,2004,0,0
SURENDRANAGAR,2004,0,0
VADODARA COMMR.,2004,0,0
VADODARA RURAL,2004,1,0
VALSAD,2004,1,0
W.RLY,2004,0,0
TOTAL,2004,6,29
AMBALA,2004,0,0
BHIWANI,2004,0,0
FARIDABAD,2004,0,0
FATEHABAD,2004,0,0
GRP,2004,0,0
GURGAON,2004,0,0
HISSAR,2004,0,0
JHAJJAR,2004,0,0
JIND,2004,0,0
KAITHAL,2004,0,0
KARNAL,2004,0,0
KURUKSHETRA,2004,0,0
MAHENDRAGARH,2004,0,0
PANCHKULA,2004,0,0
PANIPAT,2004,0,0
REWARI,2004,0,0
ROHTAK,2004,0,0
SIRSA,2004,0,0
SONIPAT,2004,0,0
YAMUNANAGAR,2004,0,0
TOTAL,2004,0,0
BILASPUR,2004,0,0
CHAMBA,2004,0,0
G.R.P.,2004,0,0
HAMIRPUR,2004,0,0
KANGRA,2004,0,0
KINNAUR,2004,0,0
KULLU,2004,0,0
LAHAUL-SPITI,2004,0,0
MANDI,2004,0,0
SHIMLA,2004,0,0
SIRMAUR,2004,0,0
SOLAN,2004,0,0
UNA,2004,0,0
TOTAL,2004,0,0
ANANTNAG,2004,0,0
AWANTIPORA,2004,0,0
BARAMULLA,2004,0,0
BORDER,2004,0,0
BUDGAM,2004,0,0
CRIME JAMMU,2004,0,0
CRIME SRINAGAR,2004,0,0
DODA,2004,0,0
GANDERBAL,2004,0,0
HANDWARA,2004,0,0
JAMMU,2004,0,0
KARGIL,2004,0,0
KATHUA,2004,0,0
KULGAM,2004,0,0
KUPWARA,2004,0,0
LEH,2004,0,0
POONCH,2004,0,0
PULWAMA,2004,0,0
RAILWAYS,2004,0,0
RAJOURI,2004,0,0
RAMBAN,2004,0,0
REASI,2004,0,0
SRINAGAR,2004,0,0
UDHAMPUR,2004,0,0
TOTAL,2004,0,0
BOKARO,2004,0,0
CHAIBASA,2004,0,0
CHATRA,2004,1,0
DEOGHAR,2004,0,0
DHANBAD,2004,1,0
DHANBAD RLY.,2004,0,0
DUMKA,2004,1,0
GARHWA,2004,1,0
GIRIDIH,2004,1,0
GODDA,2004,0,0
GUMLA,2004,1,0
HAZARIBAGH,2004,0,0
JAMSHEDPUR,2004,0,0
JAMSHEDPUR RLY.,2004,0,0
JAMTARA,2004,1,0
KODERMA,2004,0,0
LATEHAR,2004,0,0
LOHARDAGGA,2004,0,0
PAKUR,2004,0,0
PALAMU,2004,1,0
RANCHI,2004,1,0
SAHEBGANJ,2004,1,0
SARAIKELA,2004,0,0
SIMDEGA,2004,0,0
TOTAL,2004,10,0
BAGALKOT,2004,2,0
BANGALORE COMMR.,2004,0,0
BANGALORE RURAL,2004,0,0
BELGAUM,2004,0,0
BELLARY,2004,0,0
BIDAR,2004,0,0
BIJAPUR,2004,0,0
CHAMARAJNAGAR,2004,0,0
CHICKMAGALUR,2004,0,0
CHITRADURGA,2004,1,0
DAKSHIN KANNADA,2004,0,0
DAVANAGERE,2004,0,0
DHARWAD COMMR.,2004,0,0
DHARWAD RURAL,2004,0,0
GADAG,2004,0,0
GULBARGA,2004,0,0
HASSAN,2004,0,0
HAVERI,2004,0,0
K.G.F.,2004,0,0
KODAGU,2004,0,0
KOLAR,2004,0,0
KOPPAL,2004,0,0
MANDYA,2004,0,0
MYSORE COMMR.,2004,0,0
MYSORE RURAL,2004,0,0
RAICHUR,2004,0,0
RAILWAYS,2004,0,0
SHIMOGA,2004,0,0
TUMKUR,2004,0,0
UDUPI,2004,0,0
UTTAR KANNADA,2004,0,0
TOTAL,2004,3,0
ALAPUZHA,2004,0,0
CBCID,2004,0,0
ERNAKULAM COMMR.,2004,0,0
ERNAKULAM RURAL,2004,0,0
IDUKKI,2004,0,0
KANNUR,2004,0,0
KASARGOD,2004,1,0
KOLLAM,2004,0,0
KOTTAYAM,2004,0,0
KOZHIKODE COMMR.,2004,0,0
KOZHIKODE RURAL,2004,0,0
MALAPPURAM,2004,0,0
PALAKKAD,2004,0,0
PATHANAMTHITTA,2004,0,0
RAILWAYS,2004,0,0
THRISSUR,2004,0,0
TRIVANDRUM COMMR.,2004,0,0
TRIVANDRUM RURAL,2004,0,0
WAYANADU,2004,1,0
TOTAL,2004,2,0
ANUPPUR,2004,0,0
ASHOK NAGAR,2004,0,1
BALAGHAT,2004,2,0
BARWANI,2004,0,0
BETUL,2004,5,0
BHIND,2004,1,0
BHOPAL,2004,1,0
BHOPAL RLY.,2004,0,0
BURHANPUR,2004,0,0
CHHATARPUR,2004,0,0
CHHINDWARA,2004,1,0
DAMOH,2004,1,0
DATIYA,2004,0,0
DEWAS,2004,1,0
DHAR,2004,4,0
DINDORI,2004,0,0
GUNA,2004,0,0
GWALIOR,2004,0,0
HARDA,2004,0,0
HOSHANGABAD,2004,0,0
INDORE,2004,0,0
INDORE RLY.,2004,0,0
JABALPUR,2004,1,0
JABALPUR RLY.,2004,0,0
JHABUA,2004,0,0
KATNI,2004,0,0
KHANDWA,2004,1,0
KHARGON,2004,4,0
MANDLA,2004,1,0
MANDSAUR,2004,0,0
MORENA,2004,0,0
NARSINGHPUR,2004,0,0
NEEMUCH,2004,0,0
PANNA,2004,2,0
RAISEN,2004,0,0
RAJGARH,2004,0,0
RATLAM,2004,0,0
REWA,2004,3,0
SAGAR,2004,2,0
SATNA,2004,1,0
SEONI,2004,1,0
SHAHDOL,2004,1,0
SHAJAPUR,2004,0,0
SHEOPUR,2004,1,0
SHIVPURI,2004,3,0
SIDHI,2004,1,0
SIHORE,2004,1,0
TIKAMGARH,2004,1,0
UJJAIN,2004,0,0
UMARIYA,2004,2,0
VIDISHA,2004,1,0
TOTAL,2004,43,1
AHMEDNAGAR,2004,0,0
AKOLA,2004,0,0
AMRAVATI COMMR.,2004,0,0
AMRAVATI RURAL,2004,2,0
AURANGABAD COMMR.,2004,0,0
AURANGABAD RURAL,2004,0,0
BEED,2004,0,0
BHANDARA,2004,0,0
BULDHANA,2004,0,0
CHANDRAPUR,2004,0,0
DHULE,2004,0,0
GADCHIROLI,2004,0,0
GONDIA,2004,0,0
HINGOLI,2004,0,0
JALGAON,2004,0,0
JALNA,2004,0,0
KOLHAPUR,2004,0,0
LATUR,2004,0,0
MUMBAI,2004,0,0
MUMBAI RLY.,2004,0,0
NAGPUR COMMR.,2004,0,0
NAGPUR RLY.,2004,0,0
NAGPUR RURAL,2004,0,0
NANDED,2004,0,1
NANDURBAR,2004,0,0
NASIK COMMR.,2004,0,0
NASIK RURAL,2004,0,0
NAVI MUMBAI,2004,0,0
OSMANABAD,2004,0,1
PARBHANI,2004,1,0
PUNE COMMR.,2004,0,0
PUNE RLY.,2004,0,0
PUNE RURAL,2004,2,0
RAIGAD,2004,0,0
RATNAGIRI,2004,0,0
SANGLI,2004,0,0
SATARA,2004,0,1
SINDHUDURG,2004,0,0
SOLAPUR COMMR.,2004,0,0
SOLAPUR RURAL,2004,0,0
THANE COMMR.,2004,0,0
THANE RURAL,2004,1,0
WARDHA,2004,0,0
WASHIM,2004,0,0
YAVATMAL,2004,0,0
TOTAL,2004,6,3
BISHNUPUR,2004,0,0
CHANDEL,2004,0,0
CHURACHANDPUR,2004,0,0
IMPHAL(EAST),2004,0,0
IMPHAL(WEST),2004,0,0
SENAPATI,2004,0,0
TAMENGLONG,2004,0,0
THOUBAL,2004,0,0
UKHRUL,2004,0,0
TOTAL,2004,0,0
GARO HILLS EAST,2004,0,0
GARO HILLS SOUTH,2004,0,0
GARO HILLS WEST,2004,0,0
JAINTIA HILLS,2004,0,0
KHASI HILLS EAST,2004,0,0
KHASI HILLS WEST,2004,0,0
RI-BHOI,2004,0,0
TOTAL,2004,0,0
AIZAWL,2004,0,0
CHAMPHAI,2004,0,0
KOLASIB,2004,0,0
LAWNGTLAI,2004,0,0
LUNGLEI,2004,0,0
MAMIT,2004,0,0
SAIHA,2004,0,0
SERCHHIP,2004,0,0
TOTAL,2004,0,0
DIMAPUR,2004,0,0
KIPHIRE,2004,0,0
KOHIMA,2004,0,0
MOKOKCHUNG,2004,0,0
MON,2004,0,0
PEREN,2004,0,0
PHEK,2004,0,0
TUENSANG,2004,0,0
WOKHA,2004,0,0
ZUNHEBOTO,2004,0,0
TOTAL,2004,0,0
ANGUL,2004,0,0
BALASORE,2004,0,0
BARAGARH,2004,1,0
BERHAMPUR,2004,0,0
BHADRAK,2004,0,0
BOLANGIR,2004,5,0
BOUDH,2004,0,0
CUTTACK,2004,0,0
DEOGARH,2004,0,0
DHENKANAL,2004,1,0
GAJAPATI,2004,0,0
GANJAM,2004,0,0
JAGATSINGHPUR,2004,0,0
JAJPUR,2004,0,0
JHARSUGUDA,2004,0,0
KALAHANDI,2004,1,0
KANDHAMAL,2004,1,0
KENDRAPARA,2004,0,0
KEONJHAR,2004,2,0
KHURDA,2004,0,0
KORAPUT,2004,0,0
MALKANGIR,2004,1,0
MAYURBHANJ,2004,0,0
NAYAGARH,2004,0,0
NOWRANGPUR,2004,1,1
NUAPADA,2004,0,0
PURI,2004,0,0
RAYAGADA,2004,10,0
ROURKELA,2004,0,0
SAMBALPUR,2004,1,0
SONEPUR,2004,0,0
SRP(CUTTACK),2004,0,0
SRP(ROURKELA),2004,0,0
SUNDARGARH,2004,0,0
TOTAL,2004,24,1
AMRITSAR,2004,0,0
BARNALA,2004,0,0
BATALA,2004,0,0
BHATINDA,2004,0,0
FARIDKOT,2004,0,0
FATEHGARH SAHIB,2004,0,0
FEROZPUR,2004,0,0
G.R.P,2004,0,0
GURDASPUR,2004,0,0
HOSHIARPUR,2004,0,0
JAGRAON,2004,0,0
JALANDHAR,2004,0,0
KAPURTHALA,2004,0,0
KHANNA,2004,0,0
LUDHIANA,2004,0,0
MAJITHA,2004,0,0
MANSA,2004,0,0
MOGA,2004,0,0
MUKTSAR,2004,0,0
NAWAN SHAHR,2004,0,0
PATIALA,2004,0,0
ROPAR,2004,0,0
SANGRUR,2004,0,0
TARN TARAN,2004,0,0
TOTAL,2004,0,0
AJMER,2004,0,0
ALWAR,2004,3,0
BANSWARA,2004,1,0
BARAN,2004,3,0
BARMER,2004,1,0
BHARATPUR,2004,1,0
BHILWARA,2004,1,0
BIKANER,2004,0,0
BUNDI,2004,1,0
CHITTORGARH,2004,0,0
CHURU,2004,0,0
DAUSA,2004,0,0
DHOLPUR,2004,0,0
DUNGARPUR,2004,0,0
G.R.P.,2004,0,0
GANGANAGAR,2004,0,0
HANUMANGARH,2004,0,0
JAIPUR,2004,1,0
JAISALMER,2004,0,0
JALORE,2004,2,0
JHALAWAR,2004,0,0
JHUNJHUNU,2004,0,0
JODHPUR,2004,0,0
KARAULI,2004,0,0
KOTA,2004,0,0
NAGAUR,2004,0,0
PALI,2004,0,0
RAJSAMAND,2004,0,0
SAWAI MADHOPUR,2004,0,0
SIKAR,2004,0,0
SIROHI,2004,0,0
TONK,2004,0,0
UDAIPUR,2004,1,0
TOTAL,2004,15,0
EAST,2004,1,0
NORTH,2004,0,0
SOUTH,2004,0,0
WEST,2004,0,0
TOTAL,2004,1,0
CHENGAI,2004,0,0
CHENNAI,2004,0,0
CHENNAI RLY.,2004,0,0
COIMBATORE RURAL,2004,0,0
COIMBATORE URBAN,2004,0,0
CUDDALORE,2004,0,0
DHARMAPURI,2004,0,0
DINDIGUL,2004,0,0
ERODE,2004,0,0
KANCHIPURAM,2004,0,0
KANYAKUMARI,2004,0,0
KARUR,2004,0,0
KRISHNAGIRI,2004,0,0
MADURAI RURAL,2004,0,0
MADURAI URBAN,2004,0,0
NAGAPATTINAM,2004,0,0
NAMAKKAL,2004,0,0
NILGIRIS,2004,0,0
PERAMBALUR,2004,0,0
PUDUKOTTAI,2004,0,0
RAMNATHAPURAM,2004,0,0
SALEM RURAL,2004,0,0
SALEM URBAN,2004,0,0
SIVAGANGAI,2004,0,0
THANJAVUR,2004,0,0
THENI,2004,0,0
THIRUNELVELI RURAL,2004,0,0
THIRUNELVELI URBAN,2004,0,0
THIRUVALLUR,2004,0,0
THIRUVANNAMALAI,2004,0,0
THIRUVARUR,2004,0,0
THOOTHUGUDI,2004,0,0
TRICHY RLY.,2004,0,0
TRICHY RURAL,2004,0,0
TRICHY URBAN,2004,0,0
VELLORE,2004,0,0
VILLUPURAM,2004,0,0
VIRUDHUNAGAR,2004,0,0
TOTAL,2004,0,0
DHALAI,2004,0,0
NORTH,2004,0,0
SOUTH,2004,0,0
WEST,2004,0,0
TOTAL,2004,0,0
AGRA,2004,0,0
ALIGARH,2004,0,0
ALLAHABAD,2004,0,0
AMBEDKAR NAGAR,2004,0,0
AURAIYA,2004,0,0
AZAMGARH,2004,0,0
BADAUN,2004,0,0
BAGHPAT,2004,0,0
BAHRAICH,2004,0,0
BALLIA,2004,0,0
BALRAMPUR,2004,0,0
BANDA,2004,0,0
BARABANKI,2004,0,0
BAREILLY,2004,0,0
BASTI,2004,0,0
BIJNOR,2004,0,0
BULANDSHAHAR,2004,0,0
CHANDOLI,2004,0,0
CHITRAKOOT DHAM,2004,0,0
DEORIA,2004,0,0
ETAH,2004,0,0
ETAWAH,2004,0,0
FAIZABAD,2004,0,0
FATEHGARH,2004,0,0
FATEHPUR,2004,0,0
FIROZABAD,2004,0,0
G.R.P.,2004,0,0
GAUTAMBUDH NAGAR,2004,0,0
GHAZIABAD,2004,0,0
GHAZIPUR,2004,0,0
GONDA,2004,0,0
GORAKHPUR,2004,0,0
HAMIRPUR,2004,0,0
HARDOI,2004,0,0
HATHRAS,2004,0,0
J.P.NAGAR,2004,0,0
JALAUN,2004,0,0
JAUNPUR,2004,0,0
JHANSI,2004,0,0
KANNAUJ,2004,0,0
KANPUR DEHAT,2004,0,0
KANPUR NAGAR,2004,0,0
KAUSHAMBI,2004,0,0
KHIRI,2004,0,0
KUSHI NAGAR,2004,0,0
LALITPUR,2004,0,0
LUCKNOW,2004,0,0
